2.885858585858585457e+02,2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00
2.885858585858585457e+02,2.000000000000000000e+02,2.862678058948823434e+01,0.000000000000000000e+00,-1.238213293195066234e-01,9.923045290663297102e-01
1.471717171717171482e+02,2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00
1.471717171717171482e+02,2.000000000000000000e+02,2.862678058948823434e+01,0.000000000000000000e+00,-1.238213293195066234e-01,9.923045290663297102e-01
5.757575757575750686e+00,2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00
5.757575757575750686e+00,2.000000000000000000e+02,2.862678058948823434e+01,0.000000000000000000e+00,-1.238213293195066234e-01,9.923045290663297102e-01
2.229292929292928989e+02,2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-1.000000000000000000e+00
2.229292929292928989e+02,2.000000000000000000e+02,2.862678058948823434e+01,0.000000000000000000e+00,-1.238213293195066234e-01,9.923045290663297102e-01
8.151515151515150137e+01,2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-1.000000000000000000e+00
8.151515151515150137e+01,2.000000000000000000e+02,2.862678058948823434e+01,0.000000000000000000e+00,-1.238213293195066234e-01,9.923045290663297102e-01
2.986868686868686495e+02,2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00
2.986868686868686495e+02,2.000000000000000000e+02,2.862678058948823434e+01,0.000000000000000000e+00,-1.238213293195066234e-01,9.923045290663297102e-01
1.572727272727272521e+02,2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00
1.572727272727272521e+02,2.000000000000000000e+02,2.862678058948823434e+01,0.000000000000000000e+00,-1.238213293195066234e-01,9.923045290663297102e-01
1.585858585858585457e+01,2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.999999999999998890e-01
1.585858585858585457e+01,2.000000000000000000e+02,2.862678058948823434e+01,0.000000000000000000e+00,-1.238213293195066234e-01,9.923045290663297102e-01
2.330303030303030027e+02,2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-1.000000000000000000e+00
2.330303030303030027e+02,2.000000000000000000e+02,2.862678058948823434e+01,0.000000000000000000e+00,-1.238213293195066234e-01,9.923045290663297102e-01
9.161616161616160525e+01,2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-1.000000000000000000e+00
